"Title","Location","Company","Employment_Type","site_name","Salary_from","Salary_to","Job_Category","Salary"
"junior qa engineer","Черкаси","TestMatick","Full-Time","work",16000,16000,"Testing",NA
"проєктний менеджер","Київ","Pro recruitment","Full-Time","work",75000,75000,"Non-IT",NA
"провідний системний адміністратор з управління іт-інфраструктурою","Київ","Атолл Холдінг","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"full stack developer (python)","Київ","Dinamicka Development","Full-Time","work",NA,NA,"Software Development",NA
"middle full-stack developer (php, laravel)","Львів","Primocollect Group","Full-Time","work",NA,NA,"Software Development",NA
"провідний програміст, архітектор 1с","Дніпро","АТБ-маркет","Full-Time","work",NA,NA,"Software Development",NA
"senior hvac engineer","remote","Ehvert","Full-Time","work",60000,60000,"Engineering",NA
"seo specialist (middle)","Київ","Web Design Sun","Full-Time","work",41000,41000,"Non-IT",NA
"senior media buyer meta (igaming)","remote","OceanLeads","Full-Time","work",2e+05,2e+05,"Non-IT",NA
"помічник системного адміністратора","Дніпро","Геліос, центр хірургії та реабілітації","Full-Time","work",18000,18000,"System Administration / DevOps",NA
"консультант з впровадження (калькулювання собівартості)","remote","IT-Enterprise","Full-Time","work",NA,NA,"Non-IT",NA
"адміністратор data-центру","Київ","Українська Національна Лотерея","Full-Time","work",30000,30000,"System Administration / DevOps",NA
"seo specialist","remote","Netrocket, агентство інтернет-просування","Full-Time","work",40000,40000,"Non-IT",NA
"провідний програміст, архітектор 1с","Харків","АТБ-маркет","Full-Time","work",NA,NA,"Software Development",NA
"senior digital graphic designer","Київ","DiJust","Full-Time","work",NA,NA,"Design",NA
"акаунт-менеджер, фармер (it)","remote","First Payments","Full-Time","work",20000,20000,"Non-IT",NA
"асистент-аналітик","Рівне","Любисток, ТД, ТОВ","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"senior media buyer (nutra)","remote","OceanLeads","Full-Time","work",NA,NA,"Non-IT",NA
"системний адміністратор","Київ","Національна суспільна телерадіокомпанія України","Full-Time","work",22000,22000,"System Administration / DevOps",NA
"бізнес-аналітик 1с у львів","Львів","OKKO","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"business analyst","Київ","Avtologistika","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"інженер-електронщик","Київ","Imperia HR","Full-Time","work",30000,30000,"Engineering",NA
"full stack c#/.net developer","remote","PNN Soft","Full-Time","work",NA,NA,"Software Development",NA
"адміністратор сервісного центру з ремонту мобільних телефонів","Львів","Світ Мобільних Аксесуарів","Full-Time","work",15000,15000,"System Administration / DevOps",NA
"спеціаліст crm, аналітик","Київ","Інтергал-Буд, БК, ТОВ","Full-Time","work",40000,40000,"Data Analysis / Data Science",NA
"іт-інженер (банк)","Київ","Правекс Банк, АТ","Full-Time","work",NA,NA,"Engineering",NA
"project-менеджер (e-commerce)","remote","AMZ Recruiting Agency","Full-Time","work",NA,NA,"Non-IT",NA
"системний адміністратор","Хмельницький","Навігатор, міжрегіональна рекрутингова компанія","Full-Time","work",25000,25000,"System Administration / DevOps",NA
"trainee seo specialist","Одеса","ABP, IT-компанія","Full-Time","work",12000,12000,"AI / Research",NA
"data engineer","Київ","Novus","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"team lead, cto","Київ","Рідіт, ТОВ","Full-Time","work",NA,NA,"Non-IT",NA
"ad operations team lead","remote","Admixer Advertising","Full-Time","work",NA,NA,"Non-IT",NA
"провідний адміністратор систем","Київ","Баядера Логістик, ТОВ","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"технічний директор у запоріжжя","Запоріжжя","UniClinic","Full-Time","work",NA,NA,"Non-IT",NA
"senior інженер-конструктор (solidworks)","Київ","GPSM, TM","Full-Time","work",50000,50000,"Engineering",NA
"customer support manager (spanish)","remote","Yellow Stone","Full-Time","work",NA,NA,"Non-IT",NA
"офіцер штабу, зв'язківець","Київ","Річкова флотилія ВМС ЗСУ","Full-Time","work",NA,NA,"Non-IT",NA
"php developer (laravel, wordpress)","remote","Life Vision","Full-Time","work",62000,62000,"Software Development",NA
"програміст (1c 7. 7, 1c 8, bas, ""зуп"")","Дніпро","Моя Еко Аптека","Full-Time","work",NA,NA,"Software Development",NA
"web-аналітик","Горішні Плавні","Аврора, мультимаркет","Full-Time","work",30000,30000,"Data Analysis / Data Science",NA
"middle graphic designer","Київ","SoftSvit","Full-Time","work",NA,NA,"Design",NA
"client service representative","Київ","Laba Group","Full-Time","work",NA,NA,"Repair / Maintenance",NA
"системний адміністратор","Харків","Макснет","Full-Time","work",15000,15000,"System Administration / DevOps",NA
"розробник баз даних (ms sql)","remote","Фора, ТОВ","Full-Time","work",NA,NA,"Software Development",NA
"аналітик даних відділу з планування та управлінської звітності в одесу","Одеса","DTEK","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"аналітик рер, реб (13 бригада ""хартія"")","Дніпро","Центр рекрутингу української армії","Full-Time","work",25000,25000,"Data Analysis / Data Science",NA
"community manager зі знанням румунської мови","remote","SkyUp, авиакомпания","Full-Time","work",NA,NA,"Non-IT",NA
"middle software c++ engineer","remote","Renesas Electronics","Full-Time","work",NA,NA,"Engineering",NA
"підтвердження заявок (польська мова)","remote","UACall, контакт-центр",NA,"work",21000,21000,"Non-IT",NA
"customer support agent (знання німецької мови)","remote","Yellow Stone",NA,"work",NA,NA,"Non-IT",NA
"системний адміністратор","Дніпро","Дім Трейд ПС","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"системний адміністратор","Київ","АФІНА-Груп, ТОВ","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"директор it-відділу","Київ","Family, мережа магазинів","Full-Time","work",NA,NA,"Non-IT",NA
"technical writer","Київ","Pro recruitment","Full-Time","work",50000,50000,"Non-IT",NA
"senior php developer","Київ","FireLink Media","Full-Time","work",NA,NA,"Software Development",NA
"system administrator","Ужгород","Bisseti","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"junior qa engineer","Ужгород","ThinkMobiles","Full-Time","work",NA,NA,"Testing",NA
"менеджер проєктів цифрової освіти","Київ","Товариство Червоного Хреста України","Full-Time","work",NA,NA,"Non-IT",NA
"project-менеджер","Київ","A-Play Recruiting","Full-Time","work",50000,50000,"Non-IT",NA
"data analyst","Київ","Huawei Ukraine LLC (Хуавей Україна, ТОВ)","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"начальник служби захисту інформації в автоматизованих системах військової частини","Одеса","Контактний пункт ВМС ЗСУ","Full-Time","work",20000,20000,"Non-IT",NA
"middle seo specialist","remote","Elit-Web","Full-Time","work",30000,30000,"Non-IT",NA
"junior front-end developer","remote","Муль М. М., ФОП","Full-Time","work",15000,15000,"Software Development",NA
"режисер монтажу (youtube)","Київ","Національна суспільна телерадіокомпанія України","Full-Time","work",31000,31000,"Non-IT",NA
"помічник системного адміністратора з корпоративних застосунків","Полтава","Сінема Сіті","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"customer support specialist","Київ","Poklyk","Full-Time","work",NA,NA,"Non-IT",NA
"support monitoring manager","Київ","EvoPlay","Full-Time","work",NA,NA,"Non-IT",NA
"технічний менеджер по роботі з ebay","remote","Handmade-Hub UA","Full-Time","work",NA,NA,"Non-IT",NA
"провідний фахівець з інформаційної безпеки","Львів","Київстар","Full-Time","work",NA,NA,"Non-IT",NA
"технолог-розробник наповнювачів","Харків","ГК Балекс, ТОВ","Full-Time","work",28000,28000,"Software Development",NA
"back-end developer (php, laravel)","Київ","Abz.agency®","Full-Time","work",49000,49000,"Software Development",NA
"outreach specialist","remote","AdlerTeam","Full-Time","work",NA,NA,"Non-IT",NA
"програміст чпк","Київ","Pro recruitment","Full-Time","work",42000,42000,"Software Development",NA
"старший інженер з комп'ютерних систем","Івано-Франківськ","UKRNAFTA","Full-Time","work",NA,NA,"Engineering",NA
"middle android developer","remote","Фора, ТОВ","Full-Time","work",NA,NA,"Software Development",NA
"front-end developer (middle+)","Київ","Dnipro-M","Full-Time","work",NA,NA,"Software Development",NA
"hr data analyst","Київ","ПриватБанк","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"junior php developer","Дніпро","Опендатабот","Full-Time","work",40000,40000,"Software Development",NA
"middle ms sql developer","remote","Фора, ТОВ","Full-Time","work",NA,NA,"Software Development",NA
"системний адміністратор (windows)","Дніпро","БаДМ, ТОВ","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"customer support manager (знання польської мови)","remote","Yellow Stone",NA,"work",NA,NA,"Non-IT",NA
"support monitoring manager","Київ","EvoPlay","Full-Time","work",NA,NA,"Non-IT",NA
"esg senior consultant, operational risks and sustainability","Київ","KPMG","Full-Time","work",NA,NA,"AI / Research",NA
"junior recruitment specialist","Київ","KPMG","Full-Time","work",NA,NA,"Design",NA
"аналітик 1c","Київ","Аграрні Системні Технології, ТОВ","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"адміністратор 1c","remote","Meest China","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"монтажник інтернету","Київ","Дабл-Ю Нет Телеком ЮА, ТОВ","Full-Time","work",25000,25000,"Repair / Maintenance",NA
"спеціаліст з налаштування техніки","Ізмаїл","COMFY","Full-Time","work",15000,15000,"Repair / Maintenance",NA
"провідний програміст, архітектор 1с","Запоріжжя","АТБ-маркет","Full-Time","work",NA,NA,"Software Development",NA
"ui artist (strong middle, senior)","remote","Gameloft","Full-Time","work",NA,NA,"Design",NA
"системний адміністратор","Харків","IT Step (Харків)","Full-Time","work",13000,13000,"System Administration / DevOps",NA
"chief technical officer","remote","EvoPlay","Full-Time","work",NA,NA,"Non-IT",NA
"hardware engineer, інженер-електронік","Київ","Kara Dag Tech","Full-Time","work",NA,NA,"Engineering",NA
"монтажер для youtube-каналу","remote","Unicorn Media","Full-Time","work",NA,NA,"Non-IT",NA
"transfer pricing senior consultant","Київ","KPMG","Full-Time","work",NA,NA,"Non-IT",NA
"фахівець зі звітності та візуалізації (pmer/meal unit)","Київ","Товариство Червоного Хреста України","Full-Time","work",NA,NA,"Non-IT",NA
"junior customer care agent","remote","PortaOne",NA,"work",NA,NA,"Non-IT",NA
"молодший аналітик з digital-ризиків","remote","EY","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"customer support manager","Київ","DAMS","Full-Time","work",NA,NA,"Non-IT",NA
"майстер з модульного ремонту (apple, android)","Львів","Ябко","Full-Time","work",40000,40000,"Repair / Maintenance",NA
"мережевий інженер","Київ","Piraeus Bank ICB","Full-Time","work",NA,NA,"Engineering",NA
"адміністратор баз даних","Київ","Територія min","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"business analyst","remote","Фора, ТОВ","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"backend developer","Київ","Linkos Group","Full-Time","work",NA,NA,"Software Development",NA
"старший системний адміністратор","Одеса","Цитрус","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"evaluation and lessons learned specialist (pmer unit)","Київ","Товариство Червоного Хреста України","Full-Time","work",NA,NA,"Non-IT",NA
"junior, senior python-розробник","remote","Key M","Full-Time","work",NA,NA,"Software Development",NA
"системний адміністратор","Софіївська Борщагівка","Кловін, ТД","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"senior financial analyst","remote","All Right","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"embedded-розробник","Львів","Ajax Systems","Full-Time","work",NA,NA,"Software Development",NA
"менеджер сервісного центру","Київ","DC Link","Full-Time","work",20000,20000,"Non-IT",NA
"node.js-розробник","remote","Key M","Full-Time","work",NA,NA,"Software Development",NA
"seo specialist","remote","Левел99","Full-Time","work",NA,NA,"Non-IT",NA
"системний адміністратор","Тернопіль","Вента. ЛТД, ТОВ","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"розробник ios (swift)","Київ","Укравто груп, корпорація","Full-Time","work",NA,NA,"Software Development",NA
"it support team lead","Ужгород","Bisseti","Full-Time","work",NA,NA,"Non-IT",NA
"linkbuilder","Київ","DiJust","Full-Time","work",NA,NA,"Design",NA
"аналітик баз даних","Київ","ЛюксМетрік","Full-Time","work",20000,20000,"Data Analysis / Data Science",NA
"системний адміністратор, помічник системного адміністратора","Дніпро","Солар Стальконструкція","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"старший інженер з комп’ютерних систем","Надвірна","UKRNAFTA","Full-Time","work",NA,NA,"Engineering",NA
"інженер-електронщик бпла","Київ","Оборонний альянс України","Full-Time","work",NA,NA,"Engineering",NA
"системний адміністратор","Київ","DiJust","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"менеджер проєктів цифрової трансформації","Київ","Товариство Червоного Хреста України","Full-Time","work",NA,NA,"Non-IT",NA
"media buyer (nutra, gambling, facebook)","Київ","Arbitrage Up","Full-Time","work",60000,60000,"Non-IT",NA
"технічний експерт з налаштування гаджетів (хаджибейський р-н)","Одеса","Цитрус","Full-Time","work",NA,NA,"Non-IT",NA
"спеціаліст з обслуговування терміналів","Бершадь","ПриватБанк","Full-Time","work",32000,32000,"Non-IT",NA
"qa-інженер (мануальне та автоматизоване тестування)","remote","Key M","Full-Time","work",NA,NA,"Testing",NA
"system administrator","Харків","Fin Plus Plus LLC","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"головний фахівець з іт-моніторингу","remote","DTEK","Full-Time","work",NA,NA,"Non-IT",NA
"junior affiliate manager (betting)","remote","ASAP Solution","Full-Time","work",NA,NA,"Non-IT",NA
"middle/senior data scientist","remote","ПриватБанк","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"технік інтернет-мереж","Одеса","Астраком","Full-Time","work",30000,30000,"Repair / Maintenance",NA
"менеджер по роботі з сайтом та соцмережами","Черкаси","Когут В.В., ФОП","Full-Time","work",13000,13000,"Non-IT",NA
"senior pr-manager","Київ","DiJust","Full-Time","work",NA,NA,"Non-IT",NA
"senior, middle android auto java kotlin developer","remote","Veido",NA,"work",45000,45000,"Software Development",NA
"back office lead","Київ","Uklon","Full-Time","work",NA,NA,"Non-IT",NA
"інженер з комп'ютерних систем (ст. м. чернігівська)","Київ","Біла ромашка","Full-Time","work",NA,NA,"Engineering",NA
"оператор засобів реб","Новомосковськ","Центр рекрутингу української армії","Full-Time","work",20000,20000,"Non-IT",NA
"спеціаліст-оператор комплексу (пристрою) обробки інформації","Київ","112 ОБр Сил ТрО","Full-Time","work",NA,NA,"Non-IT",NA
"ux/ui-дизайнер","Київ","Fetish","Full-Time","work",40000,40000,"Design",NA
"seo-спеціаліст (igaming)","remote","TraffBand","Full-Time","work",55000,55000,"Non-IT",NA
"flutter developer","Київ","Укр.Пей","Full-Time, Part-Time","work",30000,30000,"Software Development",NA
"wordpress developer","remote","Wezom, IT-компания","Full-Time","work",NA,NA,"Software Development",NA
"content manager","remote","Traders Union","Full-Time","work",20000,20000,"Non-IT",NA
"system administrator","Харків","Fin Plus Plus LLC","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"system administrator","Дніпро","Fin Plus Plus LLC","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"system administrator (l2)","Дніпро","Fin Plus Plus LLC","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"майстер з ремонту ноутбуків","Одеса","Мрук М.М., ФОП","Full-Time","work",16000,16000,"Repair / Maintenance",NA
"бізнес-аналітик","remote","Неолінк Україна","Full-Time","work",30000,30000,"Data Analysis / Data Science",NA
"middle seo-спеціаліст","remote","Leaf Solutions","Full-Time","work",NA,NA,"Non-IT",NA
"викладач у дитячу it-школу програмування (геймдизайн, scratch, python, комп'ютерна грамотність)","Ірпінь","Logika, всеукраїнська школа програмування для дiтей","Full-Time","work",14000,14000,"Non-IT",NA
"викладач в школу програмування (python, front-end)","Бровари","Logika, всеукраїнська школа програмування для дiтей","Full-Time","work",10000,10000,"Non-IT",NA
"front-end програміст","remote","Future Proof Technology",NA,"work",40000,40000,"Software Development",NA
"оператор бпла у краматорськ","Краматорськ","Луганський прикордонний загін ДПСУ","Full-Time","work",25000,25000,"Non-IT",NA
"технічний адміністратор (crm)","remote","DMP Development Group","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"data, bi engineer","Львів","Mercy Corps","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"data, bi engineer","Дніпро","Mercy Corps","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"seo-фахівець зі знанням frontend (html, css, javascript)","remote","Серомаха А.Г., ФЛП","Full-Time","work",15000,15000,"Software Development",NA
"analyst of ukraine’s european and euro-atlantic integration","Київ","Структура управління Сил оборони","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"системний адміністратор","Київ","IT Ocean","Full-Time","work",30000,30000,"System Administration / DevOps",NA
"lead generation specialist","remote","Crunch","Full-Time","work",11000,11000,"Non-IT",NA
"junior qa/qc engineer","Київ","AvMap Ukraine LLC","Full-Time","work",NA,NA,"Testing",NA
"full stack developer (javascript)","remote","Happyusers",NA,"work",39000,39000,"Software Development",NA
"тестувальник казино-застосунків","Київ","Big Win","Full-Time","work",28000,28000,"Testing",NA
"laravel developer","remote","Web Colors",NA,"work",NA,NA,"Software Development",NA
"інструктор курсу powerbi","remote","Data2Drive Solutions","Full-Time","work",40000,40000,"Non-IT",NA
"аналітик","Київ","Fozzy group","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"information management officer (data analysis)","Київ","Товариство Червоного Хреста України","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"фармер акаунтів, помічник тімліда","Київ","Social Point","Full-Time","work",25000,25000,"Non-IT",NA
"middle, senior media buyer (sweepstake)","remote","Preis, HR agency","Full-Time","work",NA,NA,"Non-IT",NA
"инженер электроники, электромеханики, конструктор, программист, исследователь","Київ","Углерод-Україна","Full-Time","work",NA,NA,"Non-IT",NA
"інженер-конструктор, технолог, дослідник, розробник","Київ","Углерод-Україна","Full-Time, Part-Time","work",NA,NA,"Software Development",NA
"support manager","Київ","Крокодил плюс, ТОВ","Full-Time","work",25000,25000,"Non-IT",NA
"seo-спеціаліст (стажер)","Київ","DachaOnline","Full-Time","work",27000,27000,"Non-IT",NA
"начальник служби захисту інформації в автоматизованих системах","Запоріжжя","79 окремий батальйон 102 ОБр Сил ТрО","Full-Time","work",51000,51000,"Non-IT",NA
"фахівець відділу супроводження програмного забезпечення та випуску виплатних документів","Чернігів","Чернігівський обласний центр по нарахуванню та здійсненню соціальних виплат","Full-Time","work",8000,8000,"Non-IT",NA
"dba (ms sql, postgresql)","Київ","Ковальська","Full-Time","work",NA,NA,"Non-IT",NA
"junior wordpress developer","Київ","Grunchar","Full-Time","work",28000,28000,"Software Development",NA
"бізнес-аналітик","Київ","Yomdrick","Full-Time","work",31000,31000,"Data Analysis / Data Science",NA
"спеціаліст з обслуговування терміналів","Сарни","ПриватБанк","Full-Time","work",28600,28600,"Non-IT",NA
"бізнес-аналітик еrр-системи it-enterprise","Київ","Ковальська","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"трафік-менеджер (стажер)","Київ","Wondemark Traff","Full-Time","work",20000,20000,"Non-IT",NA
"junior media buyer (товарка, facebook)","Київ","Convert Market","Full-Time","work",20000,20000,"Non-IT",NA
"технік служби захисту інформації в автоматизованих системах","Запоріжжя","79 окремий батальйон 102 ОБр Сил ТрО","Full-Time","work",51000,51000,"Repair / Maintenance",NA
"майстер з ремонту мобільних телефонів","Київ","Мастерфон, сеть сервис-центров","Full-Time","work",35000,35000,"Repair / Maintenance",NA
"customer service manager with english language (it)","remote","AddSalesforce","Full-Time","work",18000,18000,"Repair / Maintenance",NA
"програміст 1c","Вінниця","Mа́shket, мережа продуктових магазинів","Full-Time","work",40000,40000,"Software Development",NA
"викладач python для дітей","remote","GoITeens","Full-Time","work",NA,NA,"Non-IT",NA
"інженер-конструктор, розробник спок, нвф","Київ","Фасадні рішення KMD","Full-Time","work",NA,NA,"Software Development",NA
"консультант-аналітик 1с, bas","remote","Реарден Груп (EBS)","Full-Time","work",40000,40000,"Data Analysis / Data Science",NA
"системний аналітик (sa) відділу розробки","Київ","Linkos Group","Full-Time","work",30000,30000,"Data Analysis / Data Science",NA
"seo-спеціаліст","remote","Hire1","Full-Time","work",1e+05,1e+05,"Non-IT",NA
"менеджер проєктів (лівий берег)","Кам’янське","Нетребко М.В., ФОП","Full-Time","work",15000,15000,"Non-IT",NA
"project manager (innovation scope)","Київ","Ajax Systems","Full-Time","work",NA,NA,"Non-IT",NA
"розробник full stack (asp.net/.net core&js)","Київ","Linkos Group","Full-Time","work",NA,NA,"Software Development",NA
"офіцер служби захисту інформації в автоматизованих системах","Чернівці","Військова частина А2308","Full-Time","work",23000,23000,"Non-IT",NA
"продакт-менеджер","Київ","Київстар","Full-Time","work",NA,NA,"Non-IT",NA
"розробник мобільних застосунків (.net maui)","Київ","Ковальська","Full-Time","work",NA,NA,"Software Development",NA
"фахівець, технік з обслуговування та підключення інтернету","Черкаси","Clarus-Apex","Full-Time","work",20000,20000,"Repair / Maintenance",NA
"начальник служби захисту інформації в автоматизованих системах","Чернівці","Військова частина А2308","Full-Time","work",23000,23000,"Non-IT",NA
"монтажник з підключення інтернету за технологією gpon","Дніпро","Фрегат, інтернет-провайдер","Full-Time","work",NA,NA,"Repair / Maintenance",NA
"спеціаліст з супроводу користувачів m.e.doc","Чорноморськ","M.E.Doc","Full-Time","work",NA,NA,"Non-IT",NA
"технік служби захисту інформації в автоматизованих системах","Київ","Військова частина А0189","Full-Time","work",24000,24000,"Repair / Maintenance",NA
"middle seo specialist","remote","Idea Digital Agency","Full-Time","work",NA,NA,"Non-IT",NA
"програміст bas, pm","Київ","Yarmich","Full-Time","work",NA,NA,"Software Development",NA
"майстер з ремонту телефонів","Львів","МобіМаркет","Full-Time","work",NA,NA,"Repair / Maintenance",NA
"junior системний адміністратор (windows)","Київ","De Novo","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"веброзробник","Київ","Віктоль","Full-Time","work",35000,35000,"Software Development",NA
"вебаналітик","Київ","Національна суспільна телерадіокомпанія України","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"майстер з ремонту комп'ютерної техніки","Хмельницький","Цокота В. О., ФОП","Full-Time","work",35000,35000,"Repair / Maintenance",NA
"data labeling specialist","remote","SplendidScore Ukraine","Full-Time","work",24000,24000,"Data Analysis / Data Science",NA
"technical support manager","remote","Хорошоп","Full-Time","work",18000,18000,"Non-IT",NA
"lead generation specialist (в2в)","remote","Romaniuk Consulting","Full-Time","work",62000,62000,"Non-IT",NA
"технік служби захисту інформації","Івано-Франківськ","Центр рекрутингу української армії","Full-Time","work",25000,25000,"Repair / Maintenance",NA
"пілот fpv-дрону","Новомосковськ","Центр рекрутингу української армії","Full-Time","work",20000,20000,"Non-IT",NA
"системний адміністратор у хуст","Хуст","Antonio","Full-Time, Part-Time","work",15000,15000,"System Administration / DevOps",NA
"системний адміністратор","Вінниця","Салютем, медичний центр","Full-Time","work",25000,25000,"System Administration / DevOps",NA
"електронник (налагодження та ремонт плат приладів)","Новомосковськ","Новотест, ООО","Full-Time","work",25000,25000,"Repair / Maintenance",NA
"програміст (bas, 1с:підприємство)","Київ","Софтком, IT-компанія","Full-Time","work",NA,NA,"Software Development",NA
"project manager (it)","Київ","Grivallure","Full-Time","work",23000,23000,"Non-IT",NA
"аналітик","Дніпро","Є гроші, фінансова компанія, ТОВ","Full-Time","work",20000,20000,"Data Analysis / Data Science",NA
"продакт-менеджер напрямку powerocean","Київ","DroneUA","Full-Time","work",NA,NA,"Non-IT",NA
"начальник служби захисту інформації в автоматизованих системах військової частини","Одеса","Водолазна школа ВМС ЗСУ","Full-Time","work",20000,20000,"Non-IT",NA
"програміст чпк","Біла Церква","Майстер Каркас Київ","Full-Time","work",20000,20000,"Software Development",NA
"програміст чпу","Біла Церква","Майстер Каркас Київ","Full-Time","work",20000,20000,"Software Development",NA
"unity developer","remote","Happyusers",NA,"work",20000,20000,"Software Development",NA
"technical modeler","remote","Happyusers",NA,"work",25000,25000,"Non-IT",NA
"network engineer (data center)","Київ","Укртелеком, АТ","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"front-end developer (vue.js)","remote","B Software Entertainment","Full-Time","work",NA,NA,"Software Development",NA
"intern software developer (intern)","remote","Evryka - Digital Innovatove Solutions",NA,"work",NA,NA,"Software Development",NA
"розробник з інтеграції api","remote","Boltua","Full-Time","work",30000,30000,"Software Development",NA
"middle linkbuilder","remote","SKELAR",NA,"work",NA,NA,"Design",NA
"business analyst","Київ","Glovo","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"lead ui/ux designer","remote","Traders Union","Full-Time","work",60000,60000,"Design",NA
"провідний програміст, архітектор 1с","remote","АТБ-маркет","Full-Time","work",NA,NA,"Software Development",NA
"data-аналітик","remote","Київстар","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"project-менеджер","remote","Київстар","Full-Time","work",NA,NA,"Non-IT",NA
"експерт з управління проєктами у сфері розвитку інфраструктури data center","Київ","Київстар","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"фахівець з моніторингу (it, cs)","Київ","Київстар","Full-Time","work",NA,NA,"Non-IT",NA
"senior hardware engineer","Київ","Everstar","Full-Time","work",NA,NA,"Engineering",NA
"support truck manager (night shift)","remote","Matrix Express","Full-Time","work",35000,35000,"Non-IT",NA
"провідний фахівець з захисту інформації, ризик-менеджер","remote","АТБ-маркет","Full-Time","work",NA,NA,"Non-IT",NA
"системний адміністратор","Рівне","Аптека АНЦ","Full-Time","work",19000,19000,"System Administration / DevOps",NA
"senior/middle бізнес-аналітик (іт)","Київ","АТБ-маркет","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"менеджер бізнес-продукту (europe)","remote","Нова пошта, ТОВ","Full-Time","work",NA,NA,"Non-IT",NA
"провідний аналітик data science з дослідження клієнтських даних","Київ","ПриватБанк","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"системний адміністратор","Полтава","Аптека АНЦ","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"заправник картриджів, технічний спеціаліст","Київ","Легеза Б.В., ФОП","Full-Time","work",20000,20000,"Non-IT",NA
"support specialist (moderation team)","remote","SKELAR","Full-Time","work",NA,NA,"Non-IT",NA
"майстер з ремонту електроніки","Суми","Rugby Team, рота ударних БПЛА","Full-Time","work",51000,51000,"Repair / Maintenance",NA
"bas erp developer","Київ","Viterra Ukraine","Full-Time","work",NA,NA,"Software Development",NA
"junior embedded qa engineer","Київ","Ajax Systems","Full-Time","work",NA,NA,"Testing",NA
"програміст 1c","Одеса","Паритет, виробничо-комерційна компанія, ТОВ","Full-Time","work",NA,NA,"Software Development",NA
"ui-розробник","remote","Innovation Group","Full-Time","work",NA,NA,"Software Development",NA
"помічник системного адміністратора","Хмельницький","Дарченко Є.К., ФОП","Full-Time","work",17000,17000,"System Administration / DevOps",NA
"team lead (seo, західний ринок)","remote","Elit-Web","Full-Time","work",80000,80000,"Non-IT",NA
"аналітик","Дніпро","Технофінанс, ФК, ТОВ","Full-Time","work",20000,20000,"Data Analysis / Data Science",NA
"chat support manager","remote","Poster","Full-Time","work",16500,16500,"Non-IT",NA
"junior youtube channel manager","remote","Vamos Digital","Full-Time","work",5000,5000,"Non-IT",NA
"системний адміністратор","Чернівці","Sezon, мережа магазинів взуття","Full-Time","work",30000,30000,"System Administration / DevOps",NA
"project manager (it)","remote","Webpromo","Full-Time","work",NA,NA,"Non-IT",NA
"технічний письменник","Київ","Linkos Group","Full-Time","work",NA,NA,"Non-IT",NA
"технічний експерт із супроводження закупівель it-категорій","Київ","Професійні закупівлі, ДУ","Full-Time","work",NA,NA,"Non-IT",NA
"senior system administrator","remote","Kyivstar.Tech","Full-Time","work",NA,NA,"System Administration / DevOps",NA
