"Title","Location","Company","Employment_Type","site_name","Salary_from","Salary_to","Job_Category","Salary"
"майстер зі зборки та тестування комп'ютерної техніки","Київ","775.UA","Full-Time","work",20000,20000,"Testing",NA
"seo-специалист","remote","D42.team","Full-Time","work",40000,40000,"Non-IT",NA
"strong junior unity developer (ios)","remote","BigFish Partners","Full-Time","work",NA,NA,"Software Development",NA
"продакт-менеджер","Київ","Kosmotech","Full-Time","work",NA,NA,"Non-IT",NA
"project manager","remote","Halo Lab","Full-Time","work",NA,NA,"Non-IT",NA
"оператор з обробки звернень по pos-терміналам","remote","ПриватБанк","Full-Time","work",15687,15687,"Non-IT",NA
"інженер з обслуговування терміналів (власне авто)","Київ","Servus Systems Integration","Full-Time","work",24000,24000,"Engineering",NA
"lead generation specialist","remote","Artjoker Web communications","Full-Time","work",NA,NA,"Non-IT",NA
"програміст 1с (утп)","remote","Union Group","Full-Time","work",NA,NA,"Software Development",NA
"junior ui/ux-дизайнер","Київ","Лабораторія Дизайну","Full-Time","work",28000,28000,"Design",NA
"аналітик системи електронного документообігу","Київ","Нафтогаз Цифрові Технології, ТОВ","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"системний адміністратор","Дніпро","Work.ua","Full-Time","work",30000,30000,"System Administration / DevOps",NA
"аналітик 1c","Київ","SPV Company Ltd","Full-Time, Part-Time","work",35000,35000,"Data Analysis / Data Science",NA
"program coordinator, manager (protection, livelihoods)","Київ","Проджект Хоуп-Зе Піпл-Ту-Піпл Хелс Фаундейшн Інк. (представництво в Україні)","Full-Time","work",80000,80000,"Non-IT",NA
"інженер з обслуговування терміналів","Ужгород","Метро-Пей, ТОВ","Full-Time","work",NA,NA,"Engineering",NA
"мережевий адміністратор","Київ","Аграрні Системні Технології, ТОВ","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"молодший інженер комп'ютерних систем","Київ","Аграрні Системні Технології, ТОВ","Full-Time","work",NA,NA,"Engineering",NA
"інженер технічної підтримки data-центру","Київ","Датагруп Volia","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"технік з проведення інтернет-мереж","Київ","Provide","Full-Time","work",30000,30000,"Repair / Maintenance",NA
"монтажник з підключення інтернету","Рівне","Датагруп Volia","Full-Time","work",NA,NA,"Repair / Maintenance",NA
"інженер гарантійного відділу","Полтава","Brain","Full-Time","work",18000,18000,"Engineering",NA
"оператор-тестувальник бпла","Київ","Пегас Армс, ТОВ","Full-Time","work",NA,NA,"Testing",NA
"адміністратор системи (it-enterprise)","Київ","Національна суспільна телерадіокомпанія України","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"технічний експерт з налаштування гаджетів (тц ""вікторія гарденс"")","Львів","Цитрус","Full-Time","work",NA,NA,"Non-IT",NA
"контекстолог","Київ","Мялик В.О., ФОП","Full-Time","work",NA,NA,"Non-IT",NA
"спеціаліст з обслуговування терміналів","Южноукраїнськ","ПриватБанк","Full-Time","work",24000,24000,"Non-IT",NA
"системный администратор хостинг-серверов","remote","Introserv","Full-Time","work",36000,36000,"System Administration / DevOps",NA
"головний програміст, адміністратор бази даних","Київ","Національна суспільна телерадіокомпанія України","Full-Time","work",NA,NA,"Software Development",NA
"support qa analyst","remote","People for people","Full-Time","work",16000,16000,"Testing",NA
"фахівець інформаційних технологій","Миргород","IDS Ukraine","Full-Time","work",22500,22500,"Non-IT",NA
"junior lawyer","Київ","Atlas Recruiting","Full-Time","work",NA,NA,"Non-IT",NA
"системний адміністратор","Київ","ResKit","Full-Time","work",25000,25000,"System Administration / DevOps",NA
"junior project manager","remote","CRMiUM","Full-Time","work",NA,NA,"Non-IT",NA
"системний адміністратор з власним авто","Київ","ПриватБанк","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"project manager","Дніпро","ПриватБанк","Full-Time","work",NA,NA,"Non-IT",NA
"аналітик (power bi)","remote","Біосфера, корпорація","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"strong junior qa engineer","remote","Прогрестех-Україна","Full-Time","work",NA,NA,"Testing",NA
"аналітик відділу закупівель","Київ","Атлант Будматеріали","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"інженер електроніки","Київ","Techiia Holding","Full-Time","work",35000,35000,"Engineering",NA
"майстер з ремонту телевізорів та комп'ютерної техніки, інженер (сц)","Київ","Гусєв О.С., ФОП","Full-Time","work",35000,35000,"Repair / Maintenance",NA
"мережевий адміністратор","Дніпро","Біосфера, корпорація","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"web-аналітик","Дніпро","Аврора, мультимаркет","Full-Time","work",30000,30000,"Data Analysis / Data Science",NA
"linkbuilder (igaming)","remote","EvoPlay","Full-Time","work",NA,NA,"Design",NA
"адміністратор сайту, акаунтів і соцмереж","Харків","Промдизайн","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"general fpv engineer","Київ","Bisseti","Full-Time","work",NA,NA,"Engineering",NA
"інженер електроніки","Київ","Український гідрометеорологічний центр ДСНС України","Full-Time","work",15000,15000,"Engineering",NA
"php developer (back-end)","Одеса","Englishdom","Full-Time","work",NA,NA,"Software Development",NA
"php developer (back-end)","Київ","Englishdom","Full-Time","work",NA,NA,"Software Development",NA
"системний адміністратор","Київ","EvoPlay","Full-Time","work",NA,NA,"System Administration / DevOps",NA
"сервісний інженер","Київ","Partizan Security Украина","Full-Time, Part-Time","work",15000,15000,"Engineering",NA
"seo-спеціаліст","remote","Kenner Soft Service GmbH","Full-Time","work",NA,NA,"Non-IT",NA
"data manager","remote","FireLink Media","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"інженер-аналітик","Івано-Франківськ","Прикарпатенерготрейд, ТОВ","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"інтегратор crm-систем","Київ","Daylight Design Group","Full-Time","work",18000,18000,"Non-IT",NA
"аналітик","Київ","Фабрика Даних, ТОВ","Full-Time","work",NA,NA,"Data Analysis / Data Science",NA
"провідний фахівець з питань інформаційної безпеки","Київ","Київстар","Full-Time","work",NA,NA,"Non-IT",NA
"спеціаліст з рішень з інформаційної безпеки","Київ","O-digital","Full-Time","work",50000,50000,"Non-IT",NA
"service manager","remote","Sense Bank","Full-Time","work",NA,NA,"Repair / Maintenance",NA
"senior interior designer","remote","LeQB Architects","Full-Time","work",40000,40000,"Design",NA
"програміст 1с","Київ","ViyarTech","Full-Time","work",40000,40000,"Software Development",NA
"creative content writer","remote","Evogence","Full-Time","work",NA,NA,"Non-IT",NA
"software php developer","remote","Evogence","Full-Time","work",NA,NA,"Software Development",NA
