"date","day","aircraft","helicopter","tank","APC","field.artillery","MRL","military.auto","fuel.tank","drone","naval.ship","anti.aircraft.warfare","special.equipment","mobile.SRBM.system","greatest.losses.direction","vehicles.and.fuel.tanks","cruise.missiles","submarines"
"2022-11-13",263,278,261,2840,5717,1837,393,NA,NA,1527,16,206,160,NA,"",4295,399,NA
"2022-11-12",262,278,261,2838,5705,1829,393,NA,NA,1526,16,205,160,NA,"",4279,399,NA
"2022-11-11",261,278,261,2814,5671,1817,393,NA,NA,1525,16,205,159,NA,"Bakhmut",4259,399,NA
"2022-11-10",260,278,260,2804,5657,1805,393,NA,NA,1519,16,205,159,NA,"Lyman and Avdiivka",4242,399,NA
"2022-11-09",259,278,260,2801,5641,1802,393,NA,NA,1503,16,205,159,NA,"Bakhmut and Avdiivka",4227,399,NA
"2022-11-08",258,278,260,2786,5629,1791,391,NA,NA,1496,16,203,159,NA,"Bakhmut and Avdiivka",4216,399,NA
"2022-11-07",257,277,260,2771,5605,1782,391,NA,NA,1492,16,202,157,NA,"Lyman, Bakhmut and Avdiivka",4199,399,NA
"2022-11-06",256,277,260,2765,5586,1781,391,NA,NA,1485,16,202,155,NA,"Lyman and Avdiivka",4191,399,NA
"2022-11-05",255,277,260,2758,5576,1776,391,NA,NA,1482,16,202,155,NA,"Lyman and Avdiivka",4184,399,NA
"2022-11-04",254,277,258,2750,5555,1772,391,NA,NA,1470,16,201,155,NA,"Lyman and Avdiivka",4174,397,NA
"2022-11-03",253,277,258,2734,5527,1755,390,NA,NA,1462,16,198,155,NA,"",4162,397,NA
"2022-11-02",252,277,258,2714,5500,1733,387,NA,NA,1458,16,198,154,NA,"Avdiivka and Lyman",4153,397,NA
"2022-11-01",251,276,257,2698,5476,1730,383,NA,NA,1435,16,197,154,NA,"Avdiivka and Bakhmut",4143,397,NA
"2022-10-31",250,275,253,2686,5460,1728,383,NA,NA,1433,16,197,154,NA,"Avdiivka and Lyman",4128,352,NA
"2022-10-30",249,274,252,2672,5428,1724,383,NA,NA,1432,16,197,154,NA,"Donetsk and Lyman",4120,352,NA
"2022-10-29",248,273,252,2659,5376,1708,380,NA,NA,1426,16,195,152,NA,"",4107,351,NA
"2022-10-28",247,272,251,2640,5353,1698,379,NA,NA,1421,16,192,151,NA,"",4088,351,NA
"2022-10-27",246,271,249,2631,5339,1690,379,NA,NA,1418,16,192,150,NA,"",4078,351,NA
"2022-10-26",245,271,248,2628,5326,1686,379,NA,NA,1399,16,192,149,NA,"",4076,350,NA
"2022-10-25",244,271,248,2611,5296,1674,377,NA,NA,1392,16,190,149,NA,"",4054,350,NA
"2022-10-24",243,270,245,2590,5270,1673,375,NA,NA,1390,16,189,149,NA,"",4044,350,NA
"2022-10-23",242,270,245,2584,5259,1667,374,NA,NA,1381,16,189,148,NA,"",4039,350,NA
"2022-10-22",241,270,243,2579,5241,1653,373,NA,NA,1361,16,189,148,NA,"",4021,329,NA
"2022-10-21",240,269,243,2573,5233,1648,372,NA,NA,1345,16,189,147,NA,"",4006,329,NA
"2022-10-20",239,269,243,2567,5230,1646,372,NA,NA,1331,16,189,147,NA,"",4005,329,NA
"2022-10-19",238,269,242,2554,5210,1637,372,NA,NA,1306,16,189,146,NA,"Bakhmut and Kramatorsk",3999,323,NA
"2022-10-18",237,268,242,2548,5194,1622,372,NA,NA,1296,16,188,144,NA,"",3985,318,NA
"2022-10-17",236,268,242,2537,5180,1599,366,NA,NA,1261,16,187,144,NA,"Bakhmut and Avdiivka",3969,316,NA
"2022-10-16",235,268,242,2529,5168,1589,365,NA,NA,1244,16,186,143,NA,"Kryvyi Rih and Bakhmut",3959,316,NA
"2022-10-15",234,268,242,2524,5154,1582,365,NA,NA,1230,16,186,142,NA,"",3951,316,NA
"2022-10-14",233,268,240,2521,5147,1566,362,NA,NA,1219,16,186,142,NA,"Kramatorsk and Bakhmut",3944,316,NA
"2022-10-13",232,268,240,2511,5142,1556,357,NA,NA,1202,16,183,140,NA,"Kramatorsk and Kryvyi Rih",3935,316,NA
"2022-10-12",231,268,235,2505,5181,1507,355,NA,NA,1129,15,182,136,NA,"Bakhmut and Avdiivka",3927,315,NA
"2022-10-11",230,268,235,2504,5162,1496,353,NA,NA,1114,15,181,136,NA,"Bakhmut, Avdiivka and Kramatorsk",3916,295,NA
"2022-10-10",229,267,235,2495,5149,1486,353,NA,NA,1097,15,181,136,NA,"Kryvyi Rih and Kramatorsk",3908,249,NA
"2022-10-09",228,266,235,2486,5133,1477,348,NA,NA,1086,15,180,136,NA,"",3890,247,NA
"2022-10-08",227,266,234,2472,5111,1459,345,NA,NA,1079,15,180,136,NA,"Donetsk, Bakhmut and Kramatorsk",3875,246,NA
"2022-10-07",226,266,233,2466,5093,1455,344,NA,NA,1067,15,177,135,NA,"Kramatorsk and Kryvyi Rih",3862,246,NA
"2022-10-06",225,266,232,2449,5064,1424,344,NA,NA,1047,15,177,134,NA,"Kramatorsk, Avdiivka and Kryvyi Rih",3854,246,NA
"2022-10-05",224,266,232,2435,5038,1414,341,NA,NA,1032,15,177,132,NA,"Kramatorsk and Kryvyi Rih",3841,246,NA
"2022-10-04",223,266,228,2424,5018,1407,340,NA,NA,1028,15,177,131,NA,"Kramatorsk and Kryvyi Rih",3823,246,NA
"2022-10-03",222,265,228,2380,4991,1405,338,NA,NA,1026,15,176,131,NA,"Kramatorsk and Bakhmut",3811,246,NA
"2022-10-02",221,264,227,2377,4975,1405,337,NA,NA,1015,15,176,131,NA,"Kramatorsk and Bakhmut",3796,246,NA
"2022-10-01",220,264,226,2354,4949,1397,336,NA,NA,1009,15,176,131,NA,"Kramatorsk and Bakhmut",3786,246,NA
"2022-09-30",219,264,225,2338,4932,1391,333,NA,NA,1003,15,176,131,NA,"Kramatorsk and Donetsk",3768,246,NA
"2022-09-29",218,262,224,2325,4909,1385,331,NA,NA,995,15,175,131,NA,"Kramatorsk and Donetsk",3751,246,NA
"2022-09-28",217,262,224,2312,4889,1381,331,NA,NA,989,15,175,131,NA,"Kramatorsk and Donetsk",3742,242,NA
"2022-09-27",216,261,224,2306,4881,1378,331,NA,NA,977,15,175,131,NA,"Kramatorsk and Donetsk",3730,241,NA
"2022-09-26",215,260,224,2290,4857,1369,330,NA,NA,970,15,172,131,NA,"Kramatorsk and Donetsk",3711,241,NA
"2022-09-25",214,259,220,2275,4832,1368,328,NA,NA,966,15,171,130,NA,"Kramatorsk and Donetsk",3701,241,NA
"2022-09-24",213,255,220,2262,4807,1361,327,NA,NA,956,15,170,126,NA,"Kramatorsk and Donetsk",3681,240,NA
"2022-09-23",212,254,219,2254,4796,1355,326,NA,NA,950,15,170,126,NA,"Kramatorsk and Donetsk",3659,240,NA
"2022-09-22",211,253,218,2236,4776,1341,318,NA,NA,941,15,169,125,NA,"Kramatorsk and Donetsk",3630,240,NA
"2022-09-21",210,253,217,2227,4748,1340,318,NA,NA,932,15,168,125,NA,"Donetsk",3610,239,NA
"2022-09-20",209,252,217,2216,4724,1323,318,NA,NA,925,15,168,125,NA,"Bakhmut and Donetsk",3587,239,NA
"2022-09-19",208,251,217,2212,4720,1313,312,NA,NA,920,15,168,125,NA,"",3581,238,NA
"2022-09-18",207,251,217,2210,4718,1309,312,NA,NA,918,15,168,122,NA,"",3578,238,NA
"2022-09-17",206,251,216,2202,4701,1306,312,NA,NA,911,15,168,121,NA,"",3571,236,NA
"2022-09-16",205,250,216,2199,4690,1302,312,NA,NA,908,15,168,121,NA,"Bakhmut and Donetsk",3550,233,NA
"2022-09-15",204,250,215,2193,4682,1295,311,NA,NA,908,15,167,120,NA,"Kryvyi Rih and Mykolaiv",3522,233,NA
"2022-09-14",203,246,215,2180,4665,1290,311,NA,NA,908,15,167,120,NA,"Kharkiv and Donetsk",3501,233,NA
"2022-09-13",202,244,213,2175,4662,1279,311,NA,NA,904,15,165,117,NA,"Kharkiv and Donetsk",3469,233,NA
"2022-09-12",201,243,213,2169,4640,1263,311,NA,NA,903,15,162,117,NA,"Kryvyi Rih and Donetsk",3463,216,NA
"2022-09-11",200,242,213,2154,4617,1263,311,NA,NA,902,15,162,117,NA,"Kharkiv and Donetsk",3445,216,NA
"2022-09-10",199,239,212,2136,4584,1259,311,NA,NA,898,15,162,116,NA,"Kharkiv and Donetsk",3426,215,NA
"2022-09-09",198,239,211,2122,4575,1237,306,NA,NA,888,15,159,114,NA,"Kharkiv and Donetsk",3399,214,NA
"2022-09-08",197,239,210,2112,4557,1226,305,NA,NA,884,15,159,110,NA,"Donetsk",3344,214,NA
"2022-09-07",196,237,208,2097,4520,1194,300,NA,NA,880,15,156,109,NA,"Donetsk",3320,214,NA
"2022-09-06",195,236,207,2077,4484,1179,296,NA,NA,876,15,156,109,NA,"Donetsk",3305,209,NA
"2022-09-05",194,236,206,2068,4459,1157,294,NA,NA,867,15,156,107,NA,"Donetsk",3286,205,NA
"2022-09-04",193,236,206,2049,4430,1147,294,NA,NA,864,15,156,106,NA,"Donetsk and Kryvyi Rih",3276,203,NA
"2022-09-03",192,235,205,2034,4403,1134,293,NA,NA,864,15,153,105,NA,"Donetsk and Kryvyi Rih",3268,203,NA
"2022-09-02",191,234,205,2009,4366,1126,289,NA,NA,853,15,153,105,NA,"Donetsk and Kurakhove",3247,198,NA
"2022-09-01",190,234,205,1997,4345,1115,287,NA,NA,851,15,153,104,NA,"Donetsk and Kurakhove",3239,196,NA
"2022-08-31",189,234,204,1974,4312,1091,285,NA,NA,849,15,152,103,NA,"Donetsk and Kurakhove",3236,196,NA
"2022-08-30",188,234,204,1954,4294,1079,282,NA,NA,847,15,151,103,NA,"Donetsk and Kurakhove",3217,196,NA
"2022-08-29",187,234,203,1947,4269,1060,279,NA,NA,844,15,149,101,NA,"Donetsk",3188,196,NA
"2022-08-28",186,234,202,1942,4257,1050,274,NA,NA,838,15,148,99,NA,"Donetsk",3171,196,NA
"2022-08-27",185,234,202,1939,4254,1045,274,NA,NA,836,15,148,99,NA,"Donetsk",3165,196,NA
"2022-08-26",184,234,202,1936,4251,1040,272,NA,NA,834,15,148,99,NA,"Donetsk",3162,196,NA
"2022-08-25",183,234,202,1929,4245,1037,272,NA,NA,828,15,148,99,NA,"Donetsk",3160,196,NA
"2022-08-24",182,234,199,1924,4243,1036,266,NA,NA,819,15,147,99,NA,"Donetsk",3160,196,NA
"2022-08-23",181,234,198,1921,4238,1033,266,NA,NA,817,15,146,99,NA,"Donetsk",3150,196,NA
"2022-08-22",180,234,198,1919,4230,1032,266,NA,NA,815,15,145,99,NA,"Donetsk",3149,194,NA
"2022-08-21",179,234,197,1912,4224,1028,266,NA,NA,806,15,141,99,NA,"Donetsk and Mykolaiv",3143,190,NA
"2022-08-20",178,234,197,1907,4212,1018,266,NA,NA,803,15,141,97,NA,"Donetsk",3137,190,NA
"2022-08-19",177,234,197,1899,4195,1016,266,NA,NA,795,15,141,94,NA,"Donetsk",3130,190,NA
"2022-08-18",176,234,197,1889,4179,1010,265,NA,NA,793,15,136,93,NA,"Donetsk",3061,190,NA
"2022-08-17",175,233,196,1886,4162,993,263,NA,NA,792,15,136,93,NA,"Kharkiv and Donetsk",3054,190,NA
"2022-08-16",174,233,196,1880,4152,989,263,NA,NA,790,15,136,92,NA,"Donetsk",3049,190,NA
"2022-08-15",173,233,195,1876,4141,985,261,NA,NA,787,15,136,92,NA,"Donetsk",3044,187,NA
"2022-08-14",172,233,194,1864,4126,980,261,NA,NA,784,15,136,91,NA,"Donetsk",3039,187,NA
"2022-08-13",171,233,193,1856,4115,978,261,NA,NA,779,15,136,91,NA,"Bakhmut and Kryvyi Rih",3036,187,NA
"2022-08-12",170,233,193,1849,4108,975,261,NA,NA,778,15,136,90,NA,"Donetsk",3021,185,NA
"2022-08-11",169,232,193,1846,4100,974,261,NA,NA,772,15,134,90,NA,"Donetsk",3018,185,NA
"2022-08-10",168,232,193,1832,4086,971,261,NA,NA,766,15,133,89,NA,"Donetsk",3005,185,NA
"2022-08-09",167,223,193,1817,4076,964,261,NA,NA,757,15,133,87,NA,"Bakhmut and Donetsk",2998,185,NA
"2022-08-08",166,223,192,1811,4070,960,261,NA,NA,754,15,132,86,NA,"Donetsk",2993,182,NA
"2022-08-07",165,223,191,1805,4055,958,260,NA,NA,750,15,132,86,NA,"Donetsk",2978,182,NA
"2022-08-06",164,223,191,1802,4051,955,260,NA,NA,744,15,127,85,NA,"Donetsk",2970,182,NA
"2022-08-05",163,223,191,1792,4032,950,260,NA,NA,742,15,123,83,NA,"Donetsk",2964,182,NA
"2022-08-04",162,223,191,1789,4026,946,260,NA,NA,742,15,118,83,NA,"Bakhmut and Donetsk",2960,182,NA
"2022-08-03",161,223,191,1774,4022,939,259,NA,NA,740,15,118,83,NA,"Bakhmut and Donetsk",2922,180,NA
"2022-08-02",160,223,191,1768,4014,936,259,NA,NA,739,15,117,82,NA,"Bakhmut and Kryvyi Rih",2914,174,NA
"2022-08-01",159,223,190,1768,4011,932,259,NA,NA,736,15,117,82,NA,"Donetsk and Kryvyi Rih",2912,174,NA
"2022-07-31",158,223,190,1763,4004,916,259,NA,NA,735,15,117,80,NA,"Donetsk",2902,174,NA
"2022-07-30",157,222,190,1759,3995,906,258,NA,NA,733,15,117,78,NA,"Donetsk",2889,174,NA
"2022-07-29",156,222,190,1749,3987,900,258,NA,NA,731,15,117,77,NA,"Kryvyi Rih",2870,174,NA
"2022-07-28",155,222,190,1742,3979,894,258,NA,NA,729,15,117,75,NA,"Kryvyi Rih",2854,174,NA
"2022-07-27",154,222,190,1738,3971,883,258,NA,NA,726,15,117,75,NA,"Kryvyi Rih",2847,174,NA
"2022-07-26",153,222,189,1737,3959,880,258,NA,NA,722,15,117,75,NA,"Bakhmut",2835,174,NA
"2022-07-25",152,222,188,1730,3950,876,257,NA,NA,719,15,116,73,NA,"Kramatorsk",2832,174,NA
"2022-07-24",151,221,188,1722,3942,869,255,NA,NA,714,15,113,73,NA,"Kramatorsk",2823,170,NA
"2022-07-23",150,221,188,1708,3929,864,253,NA,NA,714,15,113,72,NA,"Kramatorsk, Kryvyi Rih and Bakhmut",2820,167,NA
"2022-07-22",149,221,188,1704,3920,863,251,NA,NA,713,15,113,72,NA,"Kryvyi Rih and Bakhmut",2803,167,NA
"2022-07-21",148,221,188,1704,3912,859,251,NA,NA,710,15,113,72,NA,"Sloviansk",2781,167,NA
"2022-07-20",147,221,188,1700,3905,856,250,NA,NA,703,15,113,70,NA,"Bakhmut",2775,167,NA
"2022-07-19",146,220,188,1691,3892,851,248,NA,NA,693,15,113,70,NA,"Kramatorsk",2767,167,NA
"2022-07-18",145,220,188,1687,3886,849,248,NA,NA,690,15,113,70,NA,"Bakhmut",2753,166,NA
"2022-07-17",144,220,188,1684,3879,846,248,NA,NA,688,15,110,68,NA,"Bakhmut",2746,166,NA
"2022-07-16",143,220,188,1677,3874,846,247,NA,NA,687,15,109,68,NA,"Bakhmut",2735,162,NA
"2022-07-15",142,220,188,1672,3866,842,247,NA,NA,681,15,109,67,NA,"Kramatorsk",2731,155,NA
"2022-07-14",141,219,188,1667,3832,840,247,NA,NA,681,15,109,67,NA,"Kramatorsk",2720,155,NA
"2022-07-13",140,217,188,1649,3832,839,247,NA,NA,678,15,109,67,NA,"Mykolaiv",2704,155,NA
"2022-07-12",139,217,188,1649,3829,838,247,NA,NA,676,15,109,66,NA,"Mykolaiv",2699,155,NA
"2022-07-11",138,217,188,1645,3828,838,247,NA,NA,676,15,109,66,NA,"Avdiivka",2696,155,NA
"2022-07-10",137,217,188,1641,3823,834,247,NA,NA,676,15,108,66,NA,"Kramatorsk",2694,155,NA
"2022-07-09",136,217,187,1638,3815,832,247,NA,NA,674,15,108,66,NA,"Kramatorsk",2687,155,NA
"2022-07-08",135,217,187,1637,3811,828,247,NA,NA,669,15,107,66,NA,"Kramatorsk",2685,155,NA
"2022-07-07",134,217,187,1602,3797,815,247,NA,NA,667,15,107,66,NA,"Avdiivka and Bakhmut",2665,155,NA
"2022-07-06",133,217,187,1600,3789,806,247,NA,NA,664,15,107,65,NA,"Sloviansk and Donetsk",2648,153,NA
"2022-07-05",132,217,187,1594,3772,806,247,NA,NA,660,15,105,65,NA,"Sloviansk and Donetsk",2634,144,NA
"2022-07-04",131,217,187,1589,3744,804,246,NA,NA,658,15,105,65,NA,"Sloviansk and Donetsk",2629,144,NA
"2022-07-03",130,217,187,1584,3744,801,246,NA,NA,654,15,105,64,NA,"Kramatorsk and Bakhmut",2618,144,NA
"2022-07-02",129,217,186,1582,3737,800,246,NA,NA,653,15,105,61,NA,"Bakhmut",2614,144,NA
"2022-07-01",128,217,186,1577,3736,796,246,NA,NA,645,15,105,61,NA,"Bakhmut",2610,143,NA
"2022-06-30",127,217,185,1573,3726,790,246,NA,NA,641,14,104,61,NA,"Bakhmut",2602,143,NA
"2022-06-29",126,217,185,1572,3720,781,246,NA,NA,640,14,103,61,NA,"Bakhmut",2598,142,NA
"2022-06-28",125,217,185,1567,3704,778,243,NA,NA,636,14,102,61,NA,"Bakhmut",2589,139,NA
"2022-06-27",124,217,184,1552,3687,771,243,NA,NA,636,14,101,60,NA,"Bakhmut and Kurakhove",2575,139,NA
"2022-06-26",123,217,184,1532,3659,764,243,NA,NA,630,14,99,60,NA,"Bakhmut and Kurakhove",2564,139,NA
"2022-06-25",122,217,184,1511,3645,764,241,NA,NA,626,14,99,60,NA,"Bakhmut and Kurakhove",2560,137,NA
"2022-06-24",121,216,183,1507,3637,759,241,NA,NA,622,14,99,60,NA,"Sloviansk and Bakhmut",2553,137,NA
"2022-06-23",120,216,183,1504,3632,756,240,NA,NA,620,14,99,60,NA,"Bakhmut",2548,137,NA
"2022-06-22",119,216,182,1496,3614,752,239,NA,NA,614,14,99,60,NA,"Sloviansk, Bakhmut and Avdiivka",2543,137,NA
"2022-06-21",118,216,181,1496,3606,752,239,NA,NA,611,14,98,59,NA,"Bakhmut and Avdiivka",2537,137,NA
"2022-06-20",117,216,181,1477,3588,749,238,NA,NA,601,14,98,55,NA,"Bakhmut and Zaporizhzhia",2527,130,NA
"2022-06-19",116,216,181,1468,3577,745,235,NA,NA,598,14,98,55,NA,"Bakhmut and Zaporizhzhia",2523,130,NA
"2022-06-18",115,216,180,1465,3573,739,233,NA,NA,594,14,98,55,NA,"Sloviansk, Bakhmut and Kryvyi Rih",2513,129,NA
"2022-06-17",114,215,180,1456,3563,734,233,NA,NA,593,13,97,55,NA,"Bakhmut",2496,129,NA
"2022-06-16",113,213,179,1449,3545,729,233,NA,NA,591,13,97,55,NA,"Bakhmut",2494,129,NA
"2022-06-15",112,213,179,1440,3528,722,230,NA,NA,591,13,97,55,NA,"Bakhmut and Sievierodonetsk",2485,129,NA
"2022-06-14",111,213,179,1434,3503,721,229,NA,NA,588,13,97,54,NA,"Bakhmut",2473,125,NA
"2022-06-13",110,213,178,1432,3492,718,226,NA,NA,585,13,97,54,NA,"Bakhmut",2460,125,NA
"2022-06-12",109,212,178,1430,3484,715,226,NA,NA,582,13,97,54,NA,"Sievierodonetsk and Bakhmut",2455,125,NA
"2022-06-11",108,212,178,1419,3466,712,222,NA,NA,579,13,97,54,NA,"Sievierodonetsk and Bakhmut",2448,125,NA
"2022-06-10",107,212,178,1409,3450,712,222,NA,NA,572,13,97,54,NA,"Kharkiv and Bakhmut",2438,125,NA
"2022-06-09",106,212,178,1398,3438,711,213,NA,NA,562,13,96,53,NA,"Bakhmut",2421,125,NA
"2022-06-08",105,212,178,1393,3429,703,213,NA,NA,559,13,96,53,NA,"Sloviansk",2406,125,NA
"2022-06-07",104,212,177,1390,3416,694,207,NA,NA,553,13,96,53,NA,"Sloviansk",2405,125,NA
"2022-06-06",103,211,176,1386,3400,690,207,NA,NA,551,13,96,53,NA,"Sloviansk",2395,125,NA
"2022-06-05",102,210,175,1381,3392,686,207,NA,NA,548,13,95,53,NA,"Bakhmut",2360,122,NA
"2022-06-04",101,210,175,1376,3379,680,207,NA,NA,540,13,95,52,NA,"Zaporizhzhia",2337,122,NA
"2022-06-03",100,210,175,1367,3366,675,207,NA,NA,535,13,95,51,NA,"Bakhmut",2329,121,NA
"2022-06-02",99,210,175,1363,3354,661,207,NA,NA,521,13,95,51,NA,"Bakhmut",2325,120,NA
"2022-06-01",98,208,175,1361,3343,659,207,NA,NA,519,13,94,49,NA,"Kryvyi Rih and Bakhmut",2290,120,NA
"2022-05-31",97,208,174,1358,3302,649,207,NA,NA,515,13,93,48,NA,"Kryvyi Rih and Zaporizhzhia",2275,120,NA
"2022-05-30",96,207,174,1349,3282,643,205,NA,NA,507,13,93,48,NA,"Zaporizhzhia",2258,118,NA
"2022-05-29",95,207,174,1338,3270,631,203,NA,NA,504,13,93,48,NA,"Bakhmut",2240,116,NA
"2022-05-28",94,207,174,1330,3258,628,203,NA,NA,503,13,93,48,NA,"Avdiivka and Kryvyi Rih",2226,116,NA
"2022-05-27",93,206,170,1322,3246,623,201,NA,NA,503,13,93,48,NA,"Avdiivka",2226,115,NA
"2022-05-26",92,206,170,1315,3235,617,201,NA,NA,502,13,93,47,NA,"Avdiivka",2225,114,NA
"2022-05-25",91,206,170,1305,3213,606,201,NA,NA,491,13,93,44,NA,"Lyman",2217,112,NA
"2022-05-24",90,205,170,1302,3194,606,201,NA,NA,480,13,93,43,NA,"Sievierodonetsk",2213,112,NA
"2022-05-23",89,204,170,1293,3166,604,201,NA,NA,476,13,93,43,NA,"Bakhmut",2206,110,NA
"2022-05-22",88,204,170,1285,3141,599,201,NA,NA,470,13,93,43,NA,"Bakhmut",2194,107,NA
"2022-05-21",87,204,169,1278,3116,596,201,NA,NA,462,13,93,43,NA,"Bakhmut",2178,104,NA
"2022-05-20",86,204,168,1263,3090,596,200,NA,NA,460,13,93,43,NA,"Bakhmut",2162,103,NA
"2022-05-19",85,203,167,1254,3063,595,199,NA,NA,455,13,93,43,NA,"Sloviansk, Kryvyi Rih and Zaporizhzhia",2157,103,NA
"2022-05-18",84,202,167,1251,3043,586,199,NA,NA,441,13,91,43,NA,"Sloviansk, Kryvyi Rih and Zaporizhzhia",2137,102,NA
"2022-05-17",83,201,167,1235,3009,578,198,NA,NA,436,13,90,43,NA,"Lyman and Zaporizhzhia",2109,97,NA
"2022-05-16",82,200,165,1228,2974,577,195,NA,NA,427,13,89,42,NA,"Bakhmut and Zaporizhzhia",2101,97,NA
"2022-05-15",81,200,164,1220,2958,555,195,NA,NA,416,13,89,42,NA,"Kurakhove and Avdiivka",2087,95,NA
"2022-05-14",80,200,163,1218,2934,551,195,NA,NA,411,13,88,42,NA,"Kurakhove",2059,95,NA
"2022-05-13",79,200,162,1205,2900,542,193,NA,NA,405,13,88,41,NA,"Kurakhove",2042,95,NA
"2022-05-12",78,199,161,1195,2873,534,191,NA,NA,398,13,87,41,NA,"Kurakhove",2019,94,NA
"2022-05-11",77,199,160,1187,2856,528,185,NA,NA,390,12,87,41,NA,"Novopavlivsk, Kurakhove and Sievierodonetsk",1997,94,NA
"2022-05-10",76,199,158,1170,2808,519,185,NA,NA,380,12,87,41,NA,"Avdiivka",1980,94,NA
"2022-05-09",75,199,158,1145,2764,513,185,NA,NA,377,12,87,41,NA,"Avdiivka",1970,94,NA
"2022-05-08",74,199,156,1130,2741,509,179,NA,NA,360,12,86,39,NA,"Novopavlivsk",1961,92,NA
"2022-05-07",73,199,155,1122,2713,509,172,NA,NA,341,11,84,38,NA,"Slobozhanskyi",1934,90,NA
"2022-05-06",72,199,155,1110,2686,502,171,NA,NA,324,11,83,38,NA,"Lyman and Kurakhove",1926,90,NA
"2022-05-05",71,196,155,1092,2651,499,169,NA,NA,312,10,83,38,NA,"Popasna",1907,89,NA
"2022-05-04",70,194,155,1077,2610,491,163,NA,NA,303,10,81,38,NA,"Izyum, Novopavlivsk",1867,87,NA
"2022-05-03",69,194,155,1062,2567,475,162,NA,NA,291,10,80,38,NA,"Izyum",1843,84,NA
"2022-05-02",68,194,155,1048,2519,459,152,NA,NA,271,8,80,38,NA,"Izyum",1824,84,NA
"2022-05-01",67,192,155,1026,2471,451,151,NA,NA,245,8,80,32,NA,"Izyum",1796,84,NA
"2022-04-30",66,190,155,1008,2445,436,151,1701,76,232,8,77,32,4,"Izyum",NA,NA,NA
"2022-04-29",65,189,155,986,2418,435,151,1695,76,229,8,73,31,4,"Izyum",NA,NA,NA
"2022-04-28",64,187,155,970,2389,431,151,1688,76,215,8,72,31,4,"Zaporizhzhia and Izyum",NA,NA,NA
"2022-04-27",63,185,155,939,2342,421,149,1666,76,207,8,71,31,4,"Kurakhove and Izyum",NA,NA,NA
"2022-04-26",62,184,154,918,2308,416,149,1643,76,205,8,69,31,4,"Sievierodonetsk",NA,NA,NA
"2022-04-25",61,181,154,884,2258,411,149,1566,76,201,8,69,28,4,"Sievierodonetsk",NA,NA,NA
"2022-04-24",60,179,154,873,2238,408,147,1557,76,191,8,69,28,4,"",NA,NA,NA
"2022-04-23",59,177,154,854,2205,403,143,1543,76,182,8,69,27,4,"",NA,NA,NA
"2022-04-22",58,176,153,838,2162,397,138,1523,76,172,8,69,27,4,"",NA,NA,NA
"2022-04-21",57,172,151,829,2118,393,136,1508,76,166,8,67,27,4,"",NA,NA,NA
"2022-04-20",56,171,150,815,2087,391,136,1504,76,165,8,67,27,4,"",NA,NA,NA
"2022-04-19",55,169,150,802,2063,386,132,1495,76,158,8,67,27,4,"",NA,NA,NA
"2022-04-18",54,167,147,790,2041,381,130,1487,76,155,8,67,27,4,"",NA,NA,NA
"2022-04-17",53,165,146,773,2002,376,127,1471,76,148,8,66,27,4,"",NA,NA,NA
"2022-04-16",52,163,145,762,1982,371,125,1458,76,138,8,66,26,4,"",NA,NA,NA
"2022-04-15",51,163,144,756,1976,366,122,1443,76,135,8,66,25,4,"",NA,NA,NA
"2022-04-14",50,160,144,753,1968,366,122,1437,76,134,7,64,25,4,"",NA,NA,NA
"2022-04-13",49,158,143,739,1964,358,115,1429,76,132,7,64,25,4,"",NA,NA,NA
"2022-04-12",48,157,140,732,1946,349,111,1406,76,124,7,63,25,4,"",NA,NA,NA
"2022-04-11",47,154,137,725,1923,347,111,1387,76,119,7,55,25,4,"",NA,NA,NA
"2022-04-10",46,152,137,722,1911,342,108,1384,76,112,7,55,25,4,"",NA,NA,NA
"2022-04-09",45,151,136,705,1895,335,108,1363,76,112,7,55,25,4,"",NA,NA,NA
"2022-04-08",44,150,135,700,1891,333,108,1361,76,112,7,55,25,4,"",NA,NA,NA
"2022-04-07",43,150,135,698,1891,332,108,1358,76,111,7,55,25,4,"",NA,NA,NA
"2022-04-06",42,150,135,684,1861,332,107,1324,76,96,7,55,25,4,"",NA,NA,NA
"2022-04-05",41,150,134,676,1858,332,107,1322,76,94,7,55,25,4,"",NA,NA,NA
"2022-04-04",40,147,134,647,1844,330,107,1273,76,91,7,54,25,4,"",NA,NA,NA
"2022-04-03",39,143,134,644,1830,325,105,1249,76,89,7,54,24,4,"",NA,NA,NA
"2022-04-02",38,143,134,631,1776,317,100,1236,76,87,7,54,24,4,"",NA,NA,NA
"2022-04-01",37,143,131,625,1751,316,96,1220,76,85,7,54,24,4,"",NA,NA,NA
"2022-03-31",36,135,131,614,1735,311,96,1201,75,83,7,54,22,4,"",NA,NA,NA
"2022-03-30",35,131,131,605,1723,305,96,1184,75,81,7,54,21,4,"",NA,NA,NA
"2022-03-29",34,127,129,597,1710,303,96,1178,73,71,7,54,21,4,"",NA,NA,NA
"2022-03-28",33,123,127,586,1694,302,95,1150,73,66,7,54,21,4,"",NA,NA,NA
"2022-03-27",32,121,127,582,1664,294,93,1144,73,56,7,52,21,4,"",NA,NA,NA
"2022-03-26",31,117,127,575,1640,293,91,1131,73,56,7,51,19,2,"",NA,NA,NA
